#  200. time step: t =  0.3320488E+07 s
# total energy density (erg/cm^3): 0.1304584E+04 increased by  0.185E-01
 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.1000000E-29 0.8960000E-30  0.427990E+04
 0.2276091E-02 0.8410834E-02 0.1259128E-02 0.5164952E-02 0.1661695E-01 0.2487748E-02 0.8829661E-02 0.2442284E-01 0.3656520E-02 0.1045441E-01 0.3164935E-01 0.4738312E-02 0.9340401E-02 0.3813795E-01 0.5709018E-02 0.5804815E-02 0.4375228E-01 0.6548086E-02 0.8447702E-02 0.4837838E-01 0.7238752E-02 0.1977554E-01 0.5192642E-01 0.7768023E-02 0.2204190E-01 0.5433044E-01 0.8126481E-02 0.1962014E-01 0.5554670E-01 0.8308010E-02 0.7884403E-02 0.5555423E-01 0.8309551E-02 0.5748228E-02 0.5435716E-01 0.8130960E-02 0.4040698E-02 0.5198050E-01 0.7775024E-02 0.4589397E-02 0.4846618E-01 0.7247631E-02 0.1270794E-01 0.4387330E-01 0.6558033E-02 0.1260618E-01 0.3828211E-01 0.5719135E-02 0.8341615E-02 0.3179893E-01 0.4747700E-02 0.7037745E-02 0.2455735E-01 0.3664360E-02 0.7919368E-02 0.1671778E-01 0.2493370E-02 0.4910010E-02 0.8464625E-02 0.1262061E-02 0.2388849E-01 0.2047802E-01 -0.137135E+01
 0.2360898E-02 0.8218412E-02 0.1227487E-02 0.5292930E-02 0.1623668E-01 0.2425229E-02 0.8943116E-02 0.2386367E-01 0.3564618E-02 0.1059623E-01 0.3092429E-01 0.4619205E-02 0.9551284E-02 0.3726364E-01 0.5565488E-02 0.6142546E-02 0.4274851E-01 0.6383433E-02 0.8858822E-02 0.4726766E-01 0.7056704E-02 0.1998033E-01 0.5073342E-01 0.7572637E-02 0.2220893E-01 0.5308148E-01 0.7922054E-02 0.1982551E-01 0.5426920E-01 0.8098997E-02 0.8389168E-02 0.5427629E-01 0.8100486E-02 0.6118833E-02 0.5310685E-01 0.7926383E-02 0.4303236E-02 0.5078527E-01 0.7579404E-02 0.4886444E-02 0.4735244E-01 0.7065287E-02 0.1294743E-01 0.4286587E-01 0.6393048E-02 0.1283589E-01 0.3740381E-01 0.5575266E-02 0.8667460E-02 0.3106998E-01 0.4628278E-02 0.7298128E-02 0.2399482E-01 0.3572195E-02 0.7959265E-02 0.1633505E-01 0.2430662E-02 0.4889852E-02 0.8270912E-02 0.1230321E-02 0.2335309E-01 0.2001757E-01 -0.962664E+00
 0.2404405E-02 0.8075795E-02 0.1204309E-02 0.5353371E-02 0.1595488E-01 0.2379433E-02 0.8984000E-02 0.2344942E-01 0.3497304E-02 0.1064947E-01 0.3038732E-01 0.4531971E-02 0.9649550E-02 0.3661637E-01 0.5460375E-02 0.6327133E-02 0.4200567E-01 0.6262864E-02 0.9078658E-02 0.4644597E-01 0.6923407E-02 0.2004310E-01 0.4985114E-01 0.7429583E-02 0.2224266E-01 0.5215804E-01 0.7772389E-02 0.1988983E-01 0.5332483E-01 0.7945979E-02 0.8665542E-02 0.5333167E-01 0.7947433E-02 0.6323404E-02 0.5218260E-01 0.7776613E-02 0.4449436E-02 0.4990161E-01 0.7436187E-02 0.5051141E-02 0.4652878E-01 0.6931782E-02 0.1305227E-01 0.4212056E-01 0.6272244E-02 0.1293456E-01 0.3675376E-01 0.5469915E-02 0.8835503E-02 0.3053024E-01 0.4540822E-02 0.7430920E-02 0.2357814E-01 0.3504696E-02 0.7958559E-02 0.1605146E-01 0.2384733E-02 0.4862775E-02 0.8127344E-02 0.1207074E-02 0.2295474E-01 0.1967517E-01 -0.961262E+00
 0.2450091E-02 0.7924764E-02 0.1179777E-02 0.5416712E-02 0.1565646E-01 0.2330963E-02 0.9026634E-02 0.2301073E-01 0.3426059E-02 0.1070540E-01 0.2981867E-01 0.4439643E-02 0.9753763E-02 0.3593091E-01 0.5349125E-02 0.6523146E-02 0.4121901E-01 0.6135253E-02 0.9310963E-02 0.4557579E-01 0.6782326E-02 0.2010746E-01 0.4891680E-01 0.7278175E-02 0.2227606E-01 0.5118011E-01 0.7613983E-02 0.1995625E-01 0.5232475E-01 0.7784026E-02 0.8957140E-02 0.5233131E-01 0.7785441E-02 0.6541290E-02 0.5120383E-01 0.7618096E-02 0.4606724E-02 0.4896580E-01 0.7284605E-02 0.5227451E-02 0.4565651E-01 0.6790480E-02 0.1316220E-01 0.4133126E-01 0.6144386E-02 0.1303734E-01 0.3606534E-01 0.5358412E-02 0.9011314E-02 0.2995864E-01 0.4448258E-02 0.7569534E-02 0.2313685E-01 0.3433254E-02 0.7956910E-02 0.1575112E-01 0.2336122E-02 0.4833794E-02 0.7975297E-02 0.1182468E-02 0.2253286E-01 0.1931255E-01 -0.960017E+00
 0.2497726E-02 0.7765254E-02 0.1153889E-02 0.5482541E-02 0.1534129E-01 0.2279812E-02 0.9070528E-02 0.2254741E-01 0.3350874E-02 0.1076352E-01 0.2921809E-01 0.4342208E-02 0.9863569E-02 0.3520696E-01 0.5231722E-02 0.6730338E-02 0.4038818E-01 0.6000585E-02 0.9555078E-02 0.4465676E-01 0.6633442E-02 0.2017217E-01 0.4793000E-01 0.7118393E-02 0.2230779E-01 0.5014728E-01 0.7446816E-02 0.2002367E-01 0.5126852E-01 0.7613114E-02 0.9263091E-02 0.5127480E-01 0.7614489E-02 0.6772415E-02 0.5017010E-01 0.7450811E-02 0.4775492E-02 0.4797745E-01 0.7124638E-02 0.5415562E-02 0.4473526E-01 0.6641361E-02 0.1327643E-01 0.4049763E-01 0.6009454E-02 0.1314327E-01 0.3533825E-01 0.5240739E-02 0.9193847E-02 0.2935491E-01 0.4350574E-02 0.7713041E-02 0.2267076E-01 0.3357860E-02 0.7953838E-02 0.1543390E-01 0.2284821E-02 0.4802718E-02 0.7814706E-02 0.1156502E-02 0.2208726E-01 0.1892954E-01 -0.959025E+00
 0.2546994E-02 0.7597263E-02 0.1126652E-02 0.5550300E-02 0.1500935E-01 0.2225997E-02 0.9115020E-02 0.2205945E-01 0.3271772E-02 0.1082314E-01 0.2858559E-01 0.4239698E-02 0.9978413E-02 0.3444453E-01 0.5108203E-02 0.6948226E-02 0.3951318E-01 0.5858902E-02 0.9809994E-02 0.4368887E-01 0.6476803E-02 0.2023560E-01 0.4689074E-01 0.6950289E-02 0.2233617E-01 0.4905955E-01 0.7270942E-02 0.2009060E-01 0.5015614E-01 0.7433300E-02 0.9582098E-02 0.5016212E-01 0.7434631E-02 0.7016480E-02 0.4908142E-01 0.7274812E-02 0.4956043E-02 0.4693655E-01 0.6956338E-02 0.5615522E-02 0.4376502E-01 0.6484473E-02 0.1339386E-01 0.3961966E-01 0.5867492E-02 0.1325106E-01 0.3457248E-01 0.5116937E-02 0.9381689E-02 0.2871906E-01 0.4247800E-02 0.7860208E-02 0.2217987E-01 0.3278537E-02 0.7948742E-02 0.1509980E-01 0.2230847E-02 0.4769316E-02 0.7645564E-02 0.1129182E-02 0.2161790E-01 0.1852611E-01 -0.958291E+00
 0.2597486E-02 0.7420857E-02 0.1098088E-02 0.5619266E-02 0.1466080E-01 0.2169559E-02 0.9159262E-02 0.2154706E-01 0.3188817E-02 0.1088336E-01 0.2792140E-01 0.4132194E-02 0.1009751E-01 0.3364390E-01 0.4978667E-02 0.7176062E-02 0.3859435E-01 0.5710317E-02 0.1007431E-01 0.4267250E-01 0.6312533E-02 0.2029571E-01 0.4579943E-01 0.6773995E-02 0.2235904E-01 0.4791733E-01 0.7086500E-02 0.2015517E-01 0.4898805E-01 0.7244726E-02 0.9912386E-02 0.4899371E-01 0.7246012E-02 0.7272923E-02 0.4793820E-01 0.7090238E-02 0.5148574E-02 0.4584351E-01 0.6779838E-02 0.5827201E-02 0.4274616E-01 0.6319942E-02 0.1351306E-01 0.3869769E-01 0.5718613E-02 0.1335909E-01 0.3376831E-01 0.4987101E-02 0.9573036E-02 0.2805133E-01 0.4140018E-02 0.8009472E-02 0.2166435E-01 0.3195349E-02 0.7940887E-02 0.1474893E-01 0.2174243E-02 0.4733319E-02 0.7467936E-02 0.1100531E-02 0.2112495E-01 0.1810240E-01 -0.957935E+00
 0.2648691E-02 0.7236176E-02 0.1068233E-02 0.5688546E-02 0.1429589E-01 0.2110571E-02 0.9202208E-02 0.2101062E-01 0.3102111E-02 0.1094304E-01 0.2722605E-01 0.4019830E-02 0.1021982E-01 0.3280573E-01 0.4843275E-02 0.7412801E-02 0.3763242E-01 0.5555015E-02 0.1034619E-01 0.4160845E-01 0.6140837E-02 0.2035005E-01 0.4465693E-01 0.6589731E-02 0.2237387E-01 0.4672154E-01 0.6893719E-02 0.2021509E-01 0.4776517E-01 0.7047626E-02 0.1025168E-01 0.4777050E-01 0.7048865E-02 0.7540886E-02 0.4674138E-01 0.6897320E-02 0.5353142E-02 0.4469920E-01 0.6595358E-02 0.6050272E-02 0.4167951E-01 0.6147971E-02 0.1363224E-01 0.3773245E-01 0.5563002E-02 0.1346537E-01 0.3292639E-01 0.4851395E-02 0.9765670E-02 0.2735223E-01 0.4027362E-02 0.8158931E-02 0.2112461E-01 0.3108399E-02 0.7929400E-02 0.1438157E-01 0.2115079E-02 0.4694413E-02 0.7281959E-02 0.1070584E-02 0.2060875E-01 0.1765873E-01 -0.957979E+00
 0.2700005E-02 0.7043438E-02 0.1037137E-02 0.5757080E-02 0.1391506E-01 0.2049131E-02 0.9242610E-02 0.2045079E-01 0.3011802E-02 0.1100079E-01 0.2650038E-01 0.3902796E-02 0.1034404E-01 0.3193099E-01 0.4702256E-02 0.7657092E-02 0.3662854E-01 0.5393258E-02 0.1062337E-01 0.4049801E-01 0.5962005E-02 0.2039569E-01 0.4346461E-01 0.6397809E-02 0.2237763E-01 0.4547360E-01 0.6692927E-02 0.2026762E-01 0.4648898E-01 0.6842335E-02 0.1059719E-01 0.4649397E-01 0.6843523E-02 0.7819197E-02 0.4549237E-01 0.6696382E-02 0.5569647E-02 0.4350498E-01 0.6403209E-02 0.6284174E-02 0.4056632E-01 0.5968851E-02 0.1374927E-01 0.3672508E-01 0.5400923E-02 0.1356754E-01 0.3204770E-01 0.4710047E-02 0.9956971E-02 0.2662259E-01 0.3910022E-02 0.8306354E-02 0.2056129E-01 0.3017834E-02 0.7913275E-02 0.1399816E-01 0.2053455E-02 0.4652249E-02 0.7087851E-02 0.1039392E-02 0.2006987E-01 0.1719558E-01 -0.958463E+00
